brand,model,modification,cylinders,powerHp,engineVolume,transmissionType,transmissionSpeeds,baseCityNorm,baseHighwayNorm,fuelType,vehicleType,baseCombinedNorm,testCycle,normSource,sourceRef,publicTime,energyType,driveType,aliasCn,brandCn,region,phaseLow,phaseMid,phaseHigh,phaseExtra,electricKwh,co2,drivingRange,mass
Yutong,ZK 6119 HA,47 мест,6L,300.0,8.268,MT,6,25.8,21.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
Yutong,ZK 6899 HA,36 мест,6L,230.0,6.690,MT,5,27.2,23.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
Yutong,ZK6119 HA,49 мест,6L,300.0,8.849,MT,6,35.1,29.8,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
Yutong,ZK6129H,46 мест,6L,350.0,8.900,MT,6,36.7,31.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
АТС,326031,25 мест,6V,230.0,11.15,MT,5,36.6,31.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
АТС,476110,32 мест,8V,224.0,10.85,MT,10,34.6,29.4,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
Богдан,А09202,21 мест,4L,121.0,4.57,MT,5,21.7,18.4,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
Богдан,А09204,21 мест,4L,175.0,5.193,MT,5,24.9,21.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
Богдан,А09214,23 места,4L,175.0,5.193,MT,6,21.7,18.4,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,2217,6 мест,4L,133.3,2.429,MT,5,13.9,12.5,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,2217,6 мест,4L,123.8,2.464,MT,5,14.1,12.7,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,2217,6 мест,4L,107.0,2.89,MT,5,14.4,13.0,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,2217,7 мест,4L,140.0,2.464,MT,5,14.7,13.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,2217-288 Бизнес,7 мест,4L,107.0,2.89,MT,5,15.2,13.7,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22171,10 мест,4L,140.0,2.464,MT,5,14.7,13.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22171,10 мест,4L,98.0,2.3,MT,5,14.2,12.8,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22171,11 мест,4L,123.8,2.464,MT,5,14.3,12.9,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22171,6 мест,4L,133.3,2.429,MT,5,13.7,12.3,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22171,11 мест,4L,95.0,2.134,MT,5,10.2,8.7,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22171,11 мест,4L,107.0,2.89,MT,5,13.4,12.1,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22171-730,7 мест,4L,133.3,2.429,MT,5,13.8,12.4,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,221710 Соболь,7 мест,4L,133.3,2.429,MT,5,14.2,12.8,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22177,6 мест,4L,145.0,2.464,MT,5,15.6,14.0,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,22177,7 мест,4L,107.0,2.89,MT,5,14.8,13.3,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,2752,7 мест,4L,137.0,2.429,MT,5,13.0,11.7,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,3221,13 мест,4L,107.0,2.89,MT,5,13.0,11.7,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,3221 Бизнес,9 мест,4L,107.0,2.89,MT,5,15.0,13.5,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,3221-216,8 мест,4L,107.0,2.89,MT,5,15.1,13.6,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,3221-218,8 мест,4L,107.0,2.89,MT,5,15.4,13.9,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32213,13 мест,4L,140.0,2.464,MT,5,15.8,14.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32213,13 мест,4L,133.3,2.429,MT,5,14.6,13.1,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32213,14 мест,4L,86.0,2.445,MT,5,16.9,15.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32213,7 мест,4L,123.8,2.464,MT,5,14.3,12.9,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32213,13 мест,4L,107.0,2.89,MT,5,15.2,13.7,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32213,13 мест,4L,107.0,2.89,MT,5,14.5,13.1,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32213-408,13 мест,4L,123.8,2.464,MT,5,15.5,14.0,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,322132,14 мест,4L,102.0,2.89,MT,5,14.9,13.4,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,322173,14 мест,4L,140.0,2.464,MT,5,18.3,16.5,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,322173,14 мест,4L,107.0,2.89,MT,5,17.3,15.6,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,323810 Баргузин,7 мест,4L,98.0,2.3,MT,5,14.6,13.1,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,32590C,11 мест,4L,107.0,2.89,MT,5,15.4,13.9,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4235-01,54 мест,4L,150.0,3.92,MT,5,26.2,22.3,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4235-31,31 мест,4L,185.0,4.461,MT,5,26.0,22.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4235-32,30 мест,4L,185.0,4.461,MT,5,25.7,21.8,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4235-33,26 мест,4L,185.0,4.461,MT,5,23.5,20.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4235-33,56 мест,4L,185.0,4.461,MT,5,24.8,21.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4238,36 мест,4L,210.0,6.7,MT,6,28.2,24.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4238-01,40 мест,4L,210.0,6.7,MT,6,28.5,24.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4238-02,35 мест,4L,210.0,6.7,MT,6,22.8,19.4,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,4238-45,34 мест,4L,210.0,5.88,MT,6,26.7,22.7,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,423800,37 мест,4L,210.0,5.88,MT,6,22.2,18.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,A65R32,17 мест,4L,149.6,2.776,MT,5,14.2,12.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ГАЗ,A65R33,18 мест,4L,107.0,2.69,MT,5,17.0,14.5,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛУИДОР,223701,17 мест,4L,163.0,1.968,MT,6,12.3,10.5,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛУИДОР,223702,21 место,5L,163.0,2.461,MT,6,14.8,12.6,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛУИДОР,22370C,20 мест,4L,109.0,1.968,MT,6,12.1,10.3,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.23-01,28 мест,4L,300.0,7.25,AT,3,35.7,30.3,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.23-01,44 мест,4L,304.0,7.241,MT,6,33.6,28.6,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.26,110 мест,4L,230.0,7.2,AT,5,41.7,35.4,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.26,104 мест,4L,230.0,7.2,AT,3,38.2,32.5,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.36,110 мест,4L,227.0,11.15,AT,4,41.3,35.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.36,88 мест,4L,226.0,11.15,AT,3,37.7,32.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.36-01,88 мест,4L,226.0,11.15,MT,5,36.8,31.3,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.45,110 мест,4L,240.0,10.85,AT,3,46.3,39.4,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.46-01,94 мест,4L,238.0,10.85,MT,6,38.8,33.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5256.53,116 мест,4L,245.0,6.692,AT,6,47.7,40.5,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,525623-01,66 мест,4L,234.0,7.241,AT,4,39.2,33.3,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,525623-01,44 мест,4L,304.0,7.241,MT,6,28.9,24.6,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,525623-01,66 мест,4L,234.0,7.241,AT,4,36.4,30.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,525633-01,45 мест,4L,216.0,11.15,MT,5,35.2,29.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,525653,88 мест,4L,245.0,6.692,AT,6,33.6,28.6,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,525653-01,45 мест,4L,245.0,6.692,AT,6,38.7,32.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,5293,100 мест,4L,234.0,7.241,AT,4,41.1,34.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,62132,145 мест,4L,280.0,6.87,AT,6,55.1,46.8,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ЛиАЗ,62132,145 мест,4L,280.0,6.87,AT,6,45.8,38.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,103.003,25 мест,6L,230.0,7.12,MT,5,32.0,27.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,103.062,25 мест,6L,231.0,6.374,MT,6,34.4,29.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,103.065,96 мест,6L,231.0,6.374,AT,3,38.3,32.6,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,103.465,100 мест,6L,231.0,6.374,AT,3,38.5,32.7,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,103.565,96 мест,6L,231.0,6.374,AT,4,39.4,33.5,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,103485,98 мест,6L,286.0,6.374,AT,6,36.6,31.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,107.466,145 мест,6L,279.0,6.374,AT,3,44.6,37.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАЗ,226060,31 мест,4L,177.0,4.25,MT,6,24.7,21.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАРЗ,4251-01,25 мест,4L,140.0,4.461,MT,5,22.2,18.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАРЗ,5277,27 мест,6V,230.0,11.15,MT,5,34.2,29.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
МАРЗ,5277-01,45 мест,6L,273.0,6.692,AT,4,36.7,31.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-0000010-32,109 мест,6L,270.0,6.7,MT,6,38.2,32.5,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-0000010-33,109 мест,8V,240.0,11.76,MT,6,40.7,34.6,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-0000017-33,51 мест,8V,280.0,11.76,MT,6,29.4,25.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-10-15,25 мест,8V,224.0,10.85,MT,5,33.8,28.7,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-10-15,114 мест,8V,240.0,10.85,MT,5,39.0,33.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-10-16,45 мест,8V,240.0,10.85,MT,5,35.2,29.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-10-33,30 мест,8V,240.0,11.76,MT,6,32.9,28.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-11-33,46 мест,8V,280.0,11.76,MT,6,36.7,31.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-17-32,45 мест,6L,270.0,6.69,MT,5,35.3,30.0,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-30-31,101 мест,8V,260.0,11.76,AT,4,58.5,49.7,КПГ,Bus,,,FuelMaster,,,,,,,,,,,,,,,
НефАЗ,5299-30-32,101 мест,6L,273.0,6.7,AT,4,41.4,35.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,32031-01,23 мест,4L,150.0,3.92,MT,5,22.7,19.3,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,320401-01,52 мест,4L,140.0,3.92,MT,5,23.7,20.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,320401-01,37 мест,4L,140.0,3.92,MT,5,22.1,18.8,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,320401-03,26 мест,4L,183.0,4.461,MT,5,22.5,19.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,320402-03,43 мест,4L,185.0,4.461,MT,5,21.4,18.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,320414-05,64 мест,4L,166.0,3.76,MT,5,27.6,23.5,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,3205-30,25 мест,8V,125.0,4.25,MT,4,30.2,27.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,32053,25 мест,8V,130.0,4.67,MT,4,32.1,28.9,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,32053,41 мест,8V,125.0,4.67,MT,4,30.9,27.8,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,32053-70,23 мест,8V,130.0,4.67,MT,4,32.4,29.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,320538-70,22 мест,8V,130.0,4.67,MT,4,31.6,28.4,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,3206-110-60,25 мест,8V,124.0,4.67,MT,4,30.4,27.4,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,3206-110-70,26 мест,8V,130.0,4.67,MT,4,32.9,29.6,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,3237-01,55 мест,4L,150.0,3.92,AT,5,29.6,25.2,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,REAL,23 мест,4L,117.0,3.298,MT,5,21.1,17.9,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
ПАЗ,REAL,23 мест,4L,140.0,3.907,MT,5,23.7,20.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УАЗ,220600,11 мест,4L,112.0,2.693,MT,4,15.5,14.0,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УАЗ,22069-04,13 мест,4L,84.0,2.89,MT,4,16.9,15.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УАЗ,220695,11 мест,4L,128.0,2.693,MT,4,15.0,13.5,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УАЗ,220695-04,9 мест,4L,112.0,2.693,MT,4,14.7,13.2,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УАЗ,396252-03,9 мест,4L,75.0,2.445,MT,4,15.9,14.3,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УАЗ,396254,10 мест,4L,99.0,2.89,MT,4,15.5,14.0,Б,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УРАЛ,3255-0010-41,22 мест,6V,230.0,11.15,MT,5,34.2,29.1,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
УРАЛ,32552-0010-01,23 мест,6V,180.0,11.15,MT,5,28.9,24.6,Д,Bus,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.0,AT,5,9.7,6.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,MT,6,10.8,7.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,AMT,8,9.3,6.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,AMT,8,9.4,6.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,AMT,8,9.4,6.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,AMT,8,9.9,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,AMT,8,9.9,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,AMT,8,9.9,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX,Compact,4,,2.4,AMT,8,9.9,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,ILX Hybrid,Compact,4,,1.5,AT,7,6.0,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,Integra,Full-size,4,,1.5,AT,7,7.9,6.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,Integra A-SPEC,Full-size,4,,1.5,AT,7,8.1,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,Integra A-SPEC,Full-size,4,,1.5,MT,6,8.9,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,Integra A-SPEC,Full-size,4,,1.5,AT,7,8.1,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,Integra A-SPEC,Full-size,4,,1.5,MT,6,8.9,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,Integra Type S,Full-size,4,,2.0,MT,6,11.1,8.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX Hybrid AWD,Sport utility vehicle: Small,6,,3.0,AMT,7,9.1,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX Hybrid AWD,Sport utility vehicle: Small,6,,3.0,AMT,7,9.1,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX Hybrid AWD,Sport utility vehicle: Small,6,,3.0,AMT,7,9.1,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX Hybrid AWD,Sport utility vehicle: Small,6,,3.0,AMT,7,9.1,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,6,12.7,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,9,12.7,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,9,12.6,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,9,12.6,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,9,12.2,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,9,12.3,9.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,10,12.6,9.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,10,12.6,9.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD,Sport utility vehicle: Small,6,,3.5,AT,10,12.6,9.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD A-SPEC,Sport utility vehicle: Small,6,,3.5,AT,9,12.2,9.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD A-SPEC,Sport utility vehicle: Small,6,,3.5,AT,9,12.2,9.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD Elite,Sport utility vehicle: Small,6,,3.5,AT,9,12.2,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD Elite,Sport utility vehicle: Small,6,,3.5,AT,9,12.2,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD Elite,Sport utility vehicle: Small,6,,3.5,AT,9,12.2,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD Type S,Sport utility vehicle: Standard,6,,3.0,AT,10,13.8,11.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX SH-AWD Type S,Sport utility vehicle: Standard,6,,3.0,AT,10,13.8,11.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,MDX Type S,Sport utility vehicle: Standard,6,,3.0,AT,10,13.8,11.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,NSX,Two-seater,6,,3.5,AMT,9,11.1,10.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,NSX,Two-seater,6,,3.5,AMT,9,11.1,10.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,NSX,Two-seater,6,,3.5,AMT,9,11.1,10.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,NSX,Two-seater,6,,3.5,AMT,9,11.1,10.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,NSX,Two-seater,6,,3.5,AMT,9,11.1,10.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,NSX,Two-seater,6,,3.5,AMT,9,11.1,10.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD,Sport utility vehicle: Small,6,,3.5,AT,6,12.1,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD,Sport utility vehicle: Small,6,,3.5,AT,6,12.4,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD,Sport utility vehicle: Small,6,,3.5,AT,6,12.4,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD,Sport utility vehicle: Small,6,,3.5,AT,6,12.4,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD,Sport utility vehicle: Small,4,,2.0,AT,10,11.0,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD,Sport utility vehicle: Small,4,,2.0,AT,10,11.0,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD A-SPEC,Sport utility vehicle: Small,4,,2.0,AT,10,11.3,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX AWD A-SPEC,Sport utility vehicle: Small,4,,2.0,AT,10,11.3,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD,Sport utility vehicle: Small,4,,2.0,AT,10,11.0,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD,Sport utility vehicle: Small,4,,2.0,AT,10,11.0,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD,Sport utility vehicle: Small,4,,2.0,AT,10,11.0,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD,Sport utility vehicle: Small,4,,2.0,AT,10,11.0,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD A-SPEC,Sport utility vehicle: Small,4,,2.0,AT,10,11.3,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD A-SPEC,Sport utility vehicle: Small,4,,2.0,AT,10,11.3,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD A-SPEC,Sport utility vehicle: Small,4,,2.0,AT,10,11.3,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RDX SH-AWD A-SPEC,Sport utility vehicle: Small,4,,2.0,AT,10,11.3,9.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RLX,Mid-size,6,,3.5,AT,6,11.9,7.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RLX,Mid-size,6,,3.5,AT,6,11.9,7.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RLX Hybrid,Mid-size,6,,3.5,AMT,7,8.0,7.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RLX Hybrid,Mid-size,6,,3.5,AMT,7,8.0,7.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RLX Hybrid,Mid-size,6,,3.5,AMT,7,8.2,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RLX Hybrid,Mid-size,6,,3.5,AMT,7,8.4,8.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
Acura,RLX Hybrid,Mid-size,6,,3.5,AMT,7,8.4,8.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
